filepath,label,class_name,split
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_335.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_336.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_337.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_338.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_343.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_344.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_347.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_353.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_355.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_357.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_368.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_369.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_37.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_373.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_374.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_375.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_376.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_380.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_382.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_386.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_387.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_391.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_392.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_393.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_395.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_396.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_402.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_407.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_408.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_409.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_412.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_413.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_415.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_416.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_417.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_418.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_422.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_423.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_426.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_428.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_43.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_430.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_433.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_434.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_435.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_436.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_437.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_439.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_442.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_444.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_445.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_447.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_448.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_449.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_450.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_451.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_455.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_458.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_459.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_461.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_462.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_463.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_465.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_468.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_469.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_473.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_475.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_476.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_479.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_480.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_481.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_483.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_484.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_485.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_51.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_56.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_57.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_58.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_59.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_7.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_1.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_100.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_101.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_102.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_107.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_108.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_11.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_110.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_113.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_114.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_116.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_117.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_120.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_121.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_122.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_128.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_133.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_134.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_136.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_137.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_138.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_139.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_14.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_140.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_141.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_144.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_146.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_147.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_148.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_149.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_15.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_150.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_151.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_152.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_153.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_154.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_155.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_157.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_159.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_160.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_161.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_162.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_165.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_166.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_168.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_170.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_171.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_176.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_177.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_178.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_181.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_183.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_184.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_185.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_188.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_191.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_192.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_193.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_195.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_198.jpg,7,Healthy Fish,train
data/original/aquahealth/train_split/Healthy Fish/Healthy Fish_aug_199.jpg,7,Healthy Fish,train
