image_a,image_b,source_dataset_a,source_dataset_b,original_path_a,original_path_b,original_class_a,original_class_b,unified_class_a,unified_class_b,hash_type,hash_value_or_comparison,similarity_or_distance,duplicate_status,cross_dataset,label_relation,recommended_action,reason
current_freshwater-9066e7572773,roboflow-da46d63b2be1,current_freshwater,roboflow,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_8.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-12-_jpg.rf.d1877812d7766161e040faa2f98a1f91.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,9829a3e6cf9f3f73,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-ff0374fba40b,mendeley-4e5d0ac714b0,mendeley,mendeley,Healthy Fish/Rui_(Labeo rohita)/Fish_81/IMG20260213125911.jpg,Healthy Fish/Rui_(Labeo rohita)/Fish_82/IMG20260213125912.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,98888888c8c86022,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-6d1b29b6184f,kaptai-18d23165babd,current_freshwater,kaptai,test_split/Bacterial Red disease_Bacterial Red disease_20.jpeg,Argulus/32.jpg,Bacterial Red disease,Argulus,Bacterial Red Disease,,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-6d1b29b6184f,kaptai-ec61de04fe7f,current_freshwater,kaptai,test_split/Bacterial Red disease_Bacterial Red disease_20.jpeg,Redspot/Red Spot (10).jpg,Bacterial Red disease,Redspot,Bacterial Red Disease,,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-6d1b29b6184f,roboflow-d03e11a2dd86,current_freshwater,roboflow,test_split/Bacterial Red disease_Bacterial Red disease_20.jpeg,valid/Bacterial Red disease/Bacterial-Red-disease-35-_jpg.rf.271d0fc22f5bbba0942548c118e492c2.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-6d1b29b6184f,roboflow-fb650b9f11a2,current_freshwater,roboflow,test_split/Bacterial Red disease_Bacterial Red disease_20.jpeg,valid/Bacterial Red disease/Bacterial-Red-disease-4-_jpeg.rf.cdd0a4cc8807bf7b7ddaed01fd53a7a7.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
kaptai-18d23165babd,roboflow-d03e11a2dd86,kaptai,roboflow,Argulus/32.jpg,valid/Bacterial Red disease/Bacterial-Red-disease-35-_jpg.rf.271d0fc22f5bbba0942548c118e492c2.jpg,Argulus,Bacterial Red disease,,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
kaptai-18d23165babd,roboflow-fb650b9f11a2,kaptai,roboflow,Argulus/32.jpg,valid/Bacterial Red disease/Bacterial-Red-disease-4-_jpeg.rf.cdd0a4cc8807bf7b7ddaed01fd53a7a7.jpg,Argulus,Bacterial Red disease,,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
kaptai-ec61de04fe7f,roboflow-d03e11a2dd86,kaptai,roboflow,Redspot/Red Spot (10).jpg,valid/Bacterial Red disease/Bacterial-Red-disease-35-_jpg.rf.271d0fc22f5bbba0942548c118e492c2.jpg,Redspot,Bacterial Red disease,,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
kaptai-ec61de04fe7f,roboflow-fb650b9f11a2,kaptai,roboflow,Redspot/Red Spot (10).jpg,valid/Bacterial Red disease/Bacterial-Red-disease-4-_jpeg.rf.cdd0a4cc8807bf7b7ddaed01fd53a7a7.jpg,Redspot,Bacterial Red disease,,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
roboflow-d03e11a2dd86,roboflow-fb650b9f11a2,roboflow,roboflow,valid/Bacterial Red disease/Bacterial-Red-disease-35-_jpg.rf.271d0fc22f5bbba0942548c118e492c2.jpg,valid/Bacterial Red disease/Bacterial-Red-disease-4-_jpeg.rf.cdd0a4cc8807bf7b7ddaed01fd53a7a7.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,988c9c1e171b071f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-28e5a1a4b4bd,current_freshwater-8e8e8a18cfcc,current_freshwater,current_freshwater,train_split/EUS/EUS_153.jpg,train_split/EUS/EUS_aug_66.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,988c9c1e171b0f1f,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-7740d59a11fa,mendeley-1bd762044a37,mendeley,mendeley,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125211.jpg,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125212.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9898d0e0e8f8c8dc,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-7740d59a11fa,mendeley-0d055c0ab6e0,mendeley,mendeley,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125211.jpg,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125214.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9898d0e0e8f8c8dc,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-1bd762044a37,mendeley-0d055c0ab6e0,mendeley,mendeley,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125212.jpg,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125214.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9898d0e0e8f8c8dc,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-69e4b8278884,mendeley-cd1057cc0eb0,mendeley,mendeley,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125208.jpg,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125209.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9898d0f0e8f8c8dc,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-ee8118f095d4,mendeley-b92dd5bfffea,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315104001.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315104002.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9988b89898981838,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-2a2facb2bf0b,mendeley-374048092620,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_84/IMG20260315104005.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_86/IMG20260315104006.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9988b89898983838,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-af63950b8f1c,current_freshwater-c28480af6454,current_freshwater,current_freshwater,train_split/Healthy Fish/Healthy Fish_215.jpg,train_split/Healthy Fish/Healthy Fish_331.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9a9a0f0e078383d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-af63950b8f1c,roboflow-22dc8dd5650f,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_215.jpg,train/Healthy Fish/Healthy-Fish-65-_jpg.rf.e50f5576ef027628ff5099f02ee6439b.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9a9a0f0e078383d0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-c28480af6454,roboflow-6fc251162abc,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_331.jpg,train/Healthy Fish/Healthy-Fish-172-_jpg.rf.97f8b00ec8b26e1b6a29b927da95ae02.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9a9a0f0e078383d0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-6fc251162abc,roboflow-22dc8dd5650f,roboflow,roboflow,train/Healthy Fish/Healthy-Fish-172-_jpg.rf.97f8b00ec8b26e1b6a29b927da95ae02.jpg,train/Healthy Fish/Healthy-Fish-65-_jpg.rf.e50f5576ef027628ff5099f02ee6439b.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9a9a0f0e078383d0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-af92c2304f67,current_freshwater-8e85bd86479c,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_7.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_143.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,9aab28acac2ca2c0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-af92c2304f67,current_freshwater-561008e79adc,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_7.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_290.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,9aab28acac2ca2c0,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-93ad7e74622e,mendeley-a2d972874c6c,mendeley,mendeley,Bacterial Gill Diseases/Silver_carp_(Hypophthalmichthys molitrix)/Fish_27/IMG20260212145817.jpg,Bacterial Gill Diseases/Silver_carp_(Hypophthalmichthys molitrix)/Fish_27/IMG20260212145819.jpg,Bacterial Gill Diseases,Bacterial Gill Diseases,Bacterial Gill Disease,Bacterial Gill Disease,dhash,9ab8c3c363433726,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-e90004c051d7,mendeley-b3c367f60a32,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104547.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_85/IMG20260315104548.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9b38386c6c6ccc6e,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-1609179f2601,mendeley-ec920580d1ab,mendeley,mendeley,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315104106.jpg,Healthy Fish/Silver_carp_(Hypophthalmichthys molitrix)/Fish_83/IMG20260315104107.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9b3a3a383838787c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-7d27f79538d0,roboflow-7bc52fb414ff,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_26.jpg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-25-_jpg.rf.435c39a4d352c217fc3193d9ceaef910.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,9c0f2707071f1d99,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-1a5cb7786361,mendeley-825842559509,mendeley,mendeley,Bacterial Red Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_33/IMG20260207073148.jpg,Bacterial Red Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_33/IMG20260207073150.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,9c1c165b6b6d6727,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-da8550b31881,kaptai-f3bba2809f55,current_freshwater,kaptai,train_split/Bacterial Red disease/Bacterial Red disease_5.jpg,EUS/EUS  (5).jpg,Bacterial Red disease,EUS,Bacterial Red Disease,EUS Disease,dhash,9c3f27979746709d,0,NEAR_DUPLICATE,True,LABEL_CONFLICT,EXCLUDE_BOTH,"identical dHash, different unified labels (policy: label-conflict groups leave the split)"
current_freshwater-da8550b31881,roboflow-3a04813e9b40,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_5.jpg,train/Bacterial Red disease/Bacterial-Red-disease-13-_jpg.rf.8d9d9458f572a4969a411aebf4ae815d.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,9c3f27979746709d,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
kaptai-f3bba2809f55,roboflow-3a04813e9b40,kaptai,roboflow,EUS/EUS  (5).jpg,train/Bacterial Red disease/Bacterial-Red-disease-13-_jpg.rf.8d9d9458f572a4969a411aebf4ae815d.jpg,EUS,Bacterial Red disease,EUS Disease,Bacterial Red Disease,dhash,9c3f27979746709d,0,NEAR_DUPLICATE,True,LABEL_CONFLICT,EXCLUDE_BOTH,"identical dHash, different unified labels (policy: label-conflict groups leave the split)"
current_freshwater-bf9e1fdb2a4d,kaptai-3d5f2df9b4d8,current_freshwater,kaptai,train_split/EUS/EUS_9.jpg,Redspot/EUS  (5).jpg,EUS,Redspot,EUS Disease,,dhash,9c3f2797974670bc,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-2effa1168a64,current_freshwater-64c66dd07a66,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_12.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_106.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,9c87270703074765,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-47f71bb939b9,current_freshwater-45113805134d,current_freshwater,current_freshwater,train_split/Healthy Fish/Healthy Fish_318.jpg,train_split/Healthy Fish/Healthy Fish_427.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9c8c8c0c8686c644,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-47f71bb939b9,kaptai-df0884df4ab1,current_freshwater,kaptai,train_split/Healthy Fish/Healthy Fish_318.jpg,Healthy Fish/healthy (21).jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9c8c8c0c8686c644,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-45113805134d,kaptai-df0884df4ab1,current_freshwater,kaptai,train_split/Healthy Fish/Healthy Fish_427.jpg,Healthy Fish/healthy (21).jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9c8c8c0c8686c644,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-45113805134d,roboflow-1b30bbb47850,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_427.jpg,train/Healthy Fish/Healthy-Fish-42-_jpg.rf.bf94df5e4a9544da7a061018dddea291.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9c8c8c0c8686c644,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
kaptai-df0884df4ab1,roboflow-1b30bbb47850,kaptai,roboflow,Healthy Fish/healthy (21).jpg,train/Healthy Fish/Healthy-Fish-42-_jpg.rf.bf94df5e4a9544da7a061018dddea291.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,9c8c8c0c8686c644,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-d1fb76c48c81,current_freshwater-f2edc660d774,current_freshwater,current_freshwater,train_split/EUS/EUS_56.jpg,train_split/EUS/EUS_aug_99.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,9cbe7c3fbb7b7c79,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-4eeb15b5489e,kaptai-2038e99a747c,current_freshwater,kaptai,train_split/EUS/EUS_3.jpg,EUS/11.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,9cde4ecfce0e0c2e,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-b8978956b397,current_freshwater-d6c01dc54663,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_76.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_296.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,9dc393dbe7c3c203,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-aea3b2c3cdc4,current_freshwater-94fc62f22f31,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_68.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_325.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,9e1a1e3d34b2596d,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-8ffd53dff422,roboflow-a63b26502309,current_freshwater,roboflow,test_split/Parasitic diseases_Parasitic diseases_8.jpg,train/Parasitic diseases/Parasitic-diseases-13-_jpg.rf.f52178135a39e940b545fe0597fa27f6.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,9e1e3c6da73d9c8e,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-07c1850edee7,current_freshwater-9a53296640a7,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_57.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_52.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,9e9793c5c5e5e2ab,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-e482b0df0cc0,current_freshwater-36c4ef852697,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_6.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_142.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,9ecb490402000000,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
